1,72.699997,17.000000,7.100000,0,0,302,70.091759,0,1,0,
2,77.389999,12.700000,-14.700000,0,0,301,78.301552,0,1,0,
3,74.449997,-16.299999,-7.000000,0,0,299,71.980515,0,1,0,
4,72.720001,27.799999,9.600000,0,0,298,72.925446,0,1,0,
5,52.400002,-25.000000,-16.100000,0,0,297,52.711803,0,1,0,
6,63.540001,6.100000,-0.300000,0,0,295,61.687160,0,1,0,
7,72.809998,-10.900000,9.000000,0,0,292,73.676270,0,1,0,
8,70.500000,-16.100000,8.200000,0,0,291,72.215317,0,1,0,
9,71.680000,-16.400000,12.700000,0,0,290,73.872444,0,1,0,
10,72.970001,10.700000,13.000000,0,0,287,75.196350,0,1,0,
11,71.500000,-39.500000,15.600000,0,0,286,71.233459,0,1,0,
12,73.080002,-45.599998,-5.100000,0,0,285,73.618256,0,1,0,
13,70.680000,-1.700000,7.400000,0,0,284,72.351173,0,1,0,
14,70.099998,-33.500000,9.500000,0,0,282,73.032867,0,1,0,
15,38.220001,-90.400002,-45.200001,0,0,281,69.026520,0,1,0,
16,66.559998,-29.700001,2.900000,0,0,280,65.055733,0,1,0,
17,48.020000,-9.900000,-12.000000,0,0,272,46.453449,0,0,0,
